ANZSCO,Occupation,National Shortage Rating,New South Wales Shortage Rating,Victoria Shortage Rating,Queensland Shortage Rating,South Australia Shortage Rating,Western Australia Shortage Rating,Tasmania Shortage Rating,Northern Territory Shortage Rating,Australian Capital Territory Shortage Rating,Skill Level
552314,Statistical Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
591112,Production Clerk,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
591113,Purchasing Officer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
591115,Stock Clerk,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
591116,Warehouse Administrator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
591117,Order Clerk,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
591211,Despatching and Receiving Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
591212,Import-Export Clerk,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599111,Conveyancer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
599112,Legal Executive,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
599211,Clerk of Court,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599212,Court Bailiff or Sheriff,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599213,Court Orderly,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599214,Law Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599215,Trust Officer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599311,Debt Collector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599411,Human Resource Clerk,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
599511,Customs Officer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599512,Immigration Officer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599513,Motor Vehicle Licence Examiner,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599514,"Invasive Pest, Weed and Disease Inspector",No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
599515,Social Security Assessor,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599516,Taxation Inspector,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599517,Train Examiner,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599518,Transport Operations Inspector,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599521,Water Inspector,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599599,Inspectors and Regulatory Officers nec,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
599611,Insurance Investigator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599612,Insurance Loss Adjuster,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,3
599613,Insurance Risk Surveyor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
599711,Library Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599912,"Production Assistant (Film, Television, Radio or Stage)",No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599913,Proof Reader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599914,Radio Despatcher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599915,Clinical Coder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
599916,Facilities Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
599999,Clerical and Administrative Workers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
611111,Auctioneer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
611112,Stock and Station Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
611211,Insurance Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
611311,Sales Representative (Building and Plumbing Supplies),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
611312,Sales Representative (Business Services),No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
611313,Sales Representative (Motor Vehicle Parts and Accessories),No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
611314,Sales Representative (Personal and Household Goods),No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
611399,Sales Representatives nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
612111,Business Broker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
612112,Property Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
612113,Real Estate Agency Principal,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
612114,Real Estate Agent,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
612115,Real Estate Representative,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
621311,Motor Vehicle or Caravan Salesperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
621312,Motor Vehicle Parts Interpreter,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
621411,Pharmacy Sales Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
621511,Retail Supervisor,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
639211,Retail Buyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
639212,Wool Buyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
639511,Visual Merchandiser,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
639911,Other Sales Support Worker,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711111,Clay Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711112,Concrete Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711113,Glass Production Machine Operator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
711114,Stone Processing Machine Operator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711211,Industrial Spraypainter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
711311,Paper Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711313,Sawmilling Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711314,Other Wood Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711411,Photographic Developer and Printer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711511,Plastic Cablemaking Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711512,Plastic Compounding and Reclamation Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711513,Plastics Fabricator or Welder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
711514,Plastics Production Machine Operator (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
711515,Reinforced Plastic and Composite Production Worker,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
711516,Rubber Production Machine Operator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
711599,Plastics and Rubber Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711611,Sewing Machinist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711711,Footwear Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711712,Hide and Skin Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711713,Knitting Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711714,Textile Dyeing and Finishing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711715,Weaving Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711716,Yarn Carding and Spinning Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711799,Textile and Footwear Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711911,Chemical Production Machine Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711912,Motion Picture Projectionist,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711913,Sand Blaster,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711914,Sterilisation Technician,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
711999,Machine Operators nec,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
712111,"Crane, Hoist or Lift Operator",Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
712211,Driller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
712212,Miner,Regional Shortage,Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,Shortage,4
712213,Shot Firer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712311,Engineering Production Worker,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712911,Boiler or Engine Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712912,Bulk Materials Handling Plant Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712913,Cement Production Plant Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712914,Concrete Batching Plant Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712915,Concrete Pump Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712916,Paper and Pulp Mill Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712917,Railway Signal Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712918,Train Controller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
712921,Waste Water or Water Plant Operator,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712922,Weighbridge Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
712999,Stationary Plant Operators nec,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
721111,Agricultural and Horticultural Mobile Plant Operator,Regional Shortage,No Shortage,Regional Shortage,Regional Shortage,Shortage,No Shortage,Regional Shortage,No Shortage,Shortage,4
721112,Logging Plant Operator,No Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,4
721211,Earthmoving Plant Operator (General),No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,4
721212,Backhoe Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
721213,Bulldozer Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721214,Excavator Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721215,Grader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721216,Loader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721311,Forklift Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
721911,Aircraft Baggage Handler and Airline Ground Crew,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721912,Linemarker,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721913,Paving Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
721914,Railway Track Plant Operator,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
721915,Road Roller Operator,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
721916,Streetsweeper Operator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
721999,Mobile Plant Operators nec,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
731111,Chauffeur,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
731112,Taxi Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
731199,Automobile Drivers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
731211,Bus Driver,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
731212,Charter and Tour Bus Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
731213,Passenger Coach Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
731311,Train Driver,Shortage,Shortage,Shortage,Regional Shortage,Regional Shortage,Shortage,Regional Shortage,No Shortage,No Shortage,4
731312,Tram Driver,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,4
732111,Delivery Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
733111,Truck Driver (General),Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
733112,Aircraft Refueller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
733113,Furniture Removalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
733114,Tanker Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
733115,Tow Truck Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
741111,Storeperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
811611,Carpet Cleaner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
821311,Fencer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
821411,Building Insulation Installer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
821412,Home Improvement Installer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
821611,Railway Track Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,4
821711,Construction Rigger,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
821712,Scaffolder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
821713,Steel Fixer,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
821714,Structural Steel Erector,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
821911,Crane Chaser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
831211,Meat Boner and Slicer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
831212,Slaughterer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,4
839311,Product Examiner,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
839312,Product Grader,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
839313,Product Tester,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842211,Cotton Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842214,"Grain, Oilseed, Pulse and Pasture Farm Worker",No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842217,Sugar Cane Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842222,Vineyard Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842311,Beef Cattle Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842312,Cattle and Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842313,Dairy Cattle Farm Worker,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842314,Livestock Husbandry Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
842315,Piggery Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
842316,Poultry Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
842317,Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
843111,Forestry Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
843112,Logging Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
843113,Tree Faller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
843411,Pest Control Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
899211,Deck Hand,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
899212,Fishing Hand,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
899411,Motor Vehicle Parts and Accessories Fitter (General),Shortage,No Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,4
899412,Autoglazier,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
899413,Exhaust and Muffler Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
899414,Radiator Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
899415,Tyre Fitter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
899511,Printer's Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
899512,Printing Table Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
